Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.18149979412555695,0.18440361216779327,0.18149979412555695,0.18149979412555695,10924800,0.0,0.0
1980-03-18 00:00:00-05:00,0.18149973178563042,0.18295164030805985,0.18004783987998962,0.18004783987998962,17068800,0.0,0.0
1980-03-19 00:00:00-05:00,0.18440355360507965,0.18730791907916297,0.18440355360507965,0.18440355360507965,18508800,0.0,0.0
1980-03-20 00:00:00-05:00,0.1844035082319418,0.1865813539193196,0.1836775541305542,0.1836775541305542,11174400,0.0,0.0
1980-03-21 00:00:00-05:00,0.18004789709495775,0.18004789709495775,0.17714351415634155,0.17714351415634155,12172800,0.0,0.0
1980-03-24 00:00:00-05:00,0.17641754281677255,0.17641754281677255,0.17351372539997098,0.173513725399971,8966400,0.0,0.0
1980-03-25 00:00:00-05:00,0.1742396503686905,0.17714345067897597,0.1742396503686905,0.1742396503686905,11347200,0.0,0.0
1980-03-26 00:00:00-05:00,0.17423961922833395,0.17569152743238353,0.17278771102428436,0.17278771102428436,16262400,0.0,0.0
1980-03-27 00:00:00-05:00,0.1698839161615712,0.1698839161615712,0.16697955131530764,0.16697955131530762,26918400,0.0,0.0
1980-03-28 00:00:00-05:00,0.17351372539997098,0.17641754281677255,0.17351372539997098,0.173513725399971,20102400,0.0,0.0
1980-03-31 00:00:00-05:00,0.17932187020778656,0.1822256703863031,0.17932187020778656,0.17932187020778656,9004800,0.0,0.0
1980-04-01 00:00:00-05:00,0.18004783987998962,0.18295164030805985,0.18004783987998962,0.18004783987998962,8179200,0.0,0.0
1980-04-02 00:00:00-05:00,0.18149979412555695,0.18440361216779327,0.18149979412555695,0.18149979412555695,12556800,0.0,0.0
1980-04-03 00:00:00-05:00,0.1807738503982405,0.1807738503982405,0.17786948382854462,0.17786948382854462,6988800,0.0,0.0
1980-04-07 00:00:00-05:00,0.17641754281677255,0.17641754281677255,0.17351372539997098,0.173513725399971,13478400,0.0,0.0
1980-04-08 00:00:00-05:00,0.1742396503686905,0.17714345067897597,0.1742396503686905,0.1742396503686905,29184000,0.0,0.0
1980-04-09 00:00:00-05:00,0.17351369164983513,0.17351369164983513,0.17060989141464233,0.17060989141464233,11558400,0.0,0.0
